,设备号,入库时间,省,市,区,经度,纬度,程序解析详细地址
1785,014304A0140128,2016-10-5 16:37,江西,上饶,上饶市区,117.949988,28.452732,江西省上饶市信州区信州区北门乡民主村民委员会
1786,014304A0140128,2016-10-5 16:37,江西,上饶,上饶市区,117.949988,28.452732,江西省上饶市信州区信州区北门乡民主村民委员会
1787,014304A0140128,2016-10-5 16:40,江西,上饶,上饶市区,117.950105,28.452675,江西省上饶市信州区信州区北门乡民主村民委员会
1788,014304A0140128,2016-10-5 16:44,江西,上饶,上饶市区,117.950105,28.452675,江西省上饶市信州区信州区北门乡民主村民委员会
1789,014304A0140128,2016-10-5 16:47,江西,上饶,上饶市区,117.950105,28.452675,江西省上饶市信州区信州区北门乡民主村民委员会
1790,014304A0140128,2016-10-5 16:47,江西,上饶,上饶市区,117.950105,28.452675,江西省上饶市信州区信州区北门乡民主村民委员会
1791,014304A0140128,2016-10-5 16:48,江西,上饶,上饶市区,117.950105,28.452675,江西省上饶市信州区信州区北门乡民主村民委员会
1792,014304A0140128,2016-10-5 16:52,江西,上饶,上饶市区,117.950105,28.452675,江西省上饶市信州区信州区北门乡民主村民委员会
1793,014304A0140128,2016-10-5 16:52,江西,上饶,上饶市区,117.950105,28.452675,江西省上饶市信州区信州区北门乡民主村民委员会
1794,014304A0140128,2016-10-5 17:10,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1795,014304A0140128,2016-10-5 17:10,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1796,014304A0140128,2016-10-5 17:10,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1797,014304A0140128,2016-10-5 17:10,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1798,014304A0140128,2016-10-5 17:13,江西,上饶,上饶市区,117.94974,28.452515,江西省上饶市信州区信州区北门乡民主村民委员会
1799,014304A0140128,2016-10-5 17:17,江西,上饶,上饶市区,117.94974,28.452515,江西省上饶市信州区信州区北门乡民主村民委员会
1800,014304A0140128,2016-10-5 17:21,江西,上饶,上饶市区,117.94974,28.452515,江西省上饶市信州区信州区北门乡民主村民委员会
1801,014304A0140128,2016-10-5 17:25,江西,上饶,上饶市区,117.94974,28.452515,江西省上饶市信州区信州区北门乡民主村民委员会
1802,014304A0140128,2016-10-5 17:28,江西,上饶,上饶市区,117.94974,28.452515,江西省上饶市信州区信州区北门乡民主村民委员会
1803,014304A0140128,2016-10-5 17:28,江西,上饶,上饶市区,117.94974,28.452515,江西省上饶市信州区信州区北门乡民主村民委员会
1804,014304A0140128,2016-10-5 17:29,江西,上饶,上饶市区,117.94974,28.452515,江西省上饶市信州区信州区北门乡民主村民委员会
1805,014304A0140128,2016-10-5 17:33,江西,上饶,上饶市区,117.94974,28.452515,江西省上饶市信州区信州区北门乡民主村民委员会
1806,014304A0140128,2016-10-5 17:38,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1807,014304A0140128,2016-10-5 17:38,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1808,014304A0140128,2016-10-5 17:38,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1809,014304A0140128,2016-10-5 17:38,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1810,014304A0140128,2016-10-5 17:41,江西,上饶,上饶市区,117.949918,28.45263,江西省上饶市信州区信州区北门乡民主村民委员会
1811,014304A0140128,2016-10-5 17:42,江西,上饶,上饶市区,117.949918,28.45263,江西省上饶市信州区信州区北门乡民主村民委员会
1812,014304A0140128,2016-10-5 17:42,江西,上饶,上饶市区,117.949918,28.45263,江西省上饶市信州区信州区北门乡民主村民委员会
1813,014304A0140128,2016-10-5 17:45,江西,上饶,上饶市区,117.949918,28.45263,江西省上饶市信州区信州区北门乡民主村民委员会
1814,014304A0140128,2016-10-5 17:47,江西,上饶,上饶市区,117.949918,28.45263,江西省上饶市信州区信州区北门乡民主村民委员会
1815,014304A0140128,2016-10-5 18:05,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1816,014304A0140128,2016-10-5 18:06,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1817,014304A0140128,2016-10-5 18:06,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1818,014304A0140128,2016-10-5 18:06,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1819,014304A0140128,2016-10-5 18:09,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1820,014304A0140128,2016-10-5 18:13,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1821,014304A0140128,2016-10-5 18:17,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1822,014304A0140128,2016-10-5 18:21,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1823,014304A0140128,2016-10-5 18:25,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1824,014304A0140128,2016-10-5 18:29,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1825,014304A0140128,2016-10-5 18:33,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1826,014304A0140128,2016-10-5 18:37,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1827,014304A0140128,2016-10-5 18:41,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1828,014304A0140128,2016-10-5 18:44,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1829,014304A0140128,2016-10-5 18:44,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1830,014304A0140128,2016-10-5 18:45,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1831,014304A0140128,2016-10-5 18:49,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1832,014304A0140128,2016-10-5 18:49,江西,上饶,上饶市区,117.950252,28.452503,江西省上饶市信州区信州区北门乡民主村民委员会
1833,014304A0140128,2016-10-5 18:54,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1834,014304A0140128,2016-10-5 18:55,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1835,014304A0140128,2016-10-5 18:55,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1836,014304A0140128,2016-10-5 18:55,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1837,014304A0140128,2016-10-5 18:58,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1838,014304A0140128,2016-10-5 19:02,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1839,014304A0140128,2016-10-5 19:06,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1840,014304A0140128,2016-10-5 19:10,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1841,014304A0140128,2016-10-5 19:14,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1842,014304A0140128,2016-10-5 19:18,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1843,014304A0140128,2016-10-5 19:22,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1844,014304A0140128,2016-10-5 19:26,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1845,014304A0140128,2016-10-5 19:30,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1846,014304A0140128,2016-10-5 19:34,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1847,014304A0140128,2016-10-5 19:38,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1848,014304A0140128,2016-10-5 19:42,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1849,014304A0140128,2016-10-5 19:45,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1850,014304A0140128,2016-10-5 19:45,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1851,014304A0140128,2016-10-5 19:46,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1852,014304A0140128,2016-10-5 19:50,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1853,014304A0140128,2016-10-5 19:50,江西,上饶,上饶市区,117.949965,28.45259,江西省上饶市信州区信州区北门乡民主村民委员会
1854,014304A0140128,2016-10-5 19:52,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1855,014304A0140128,2016-10-5 19:52,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1856,014304A0140128,2016-10-5 19:52,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1857,014304A0140128,2016-10-5 19:52,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1858,014304A0140128,2016-10-5 19:55,江西,上饶,上饶市区,117.95004,28.452675,江西省上饶市信州区信州区北门乡民主村民委员会
1859,014304A0140128,2016-10-5 19:59,江西,上饶,上饶市区,117.949995,28.45267,江西省上饶市信州区信州区北门乡民主村民委员会
1860,014304A0140128,2016-10-5 20:03,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1861,014304A0140128,2016-10-5 20:07,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1862,014304A0140128,2016-10-5 20:11,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1863,014304A0140128,2016-10-5 20:15,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1864,014304A0140128,2016-10-5 20:19,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1865,014304A0140128,2016-10-5 20:23,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1866,014304A0140128,2016-10-5 20:27,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1867,014304A0140128,2016-10-5 20:31,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1868,014304A0140128,2016-10-5 20:31,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1869,014304A0140128,2016-10-5 20:31,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1870,014304A0140128,2016-10-5 20:35,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1871,014304A0140128,2016-10-5 20:35,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1872,014304A0140128,2016-10-5 20:35,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1873,014304A0140128,2016-10-5 20:39,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1874,014304A0140128,2016-10-5 20:43,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1875,014304A0140128,2016-10-5 20:47,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1876,014304A0140128,2016-10-5 20:51,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1877,014304A0140128,2016-10-5 20:55,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1878,014304A0140128,2016-10-5 20:59,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1879,014304A0140128,2016-10-5 21:03,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1880,014304A0140128,2016-10-5 21:07,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1881,014304A0140128,2016-10-5 21:11,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1882,014304A0140128,2016-10-5 21:15,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1883,014304A0140128,2016-10-5 21:19,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1884,014304A0140128,2016-10-5 21:23,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1885,014304A0140128,2016-10-5 21:27,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1886,014304A0140128,2016-10-5 21:31,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1887,014304A0140128,2016-10-5 21:35,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1888,014304A0140128,2016-10-5 21:35,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1889,014304A0140128,2016-10-5 21:39,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1890,014304A0140128,2016-10-5 21:43,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1891,014304A0140128,2016-10-5 21:47,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1892,014304A0140128,2016-10-5 21:51,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1893,014304A0140128,2016-10-5 21:55,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1894,014304A0140128,2016-10-5 21:59,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1895,014304A0140128,2016-10-5 22:03,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1896,014304A0140128,2016-10-5 22:07,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1897,014304A0140128,2016-10-5 22:11,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1898,014304A0140128,2016-10-5 22:12,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1899,014304A0140128,2016-10-5 22:12,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1900,014304A0140128,2016-10-5 22:15,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1901,014304A0140128,2016-10-5 22:16,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1902,014304A0140128,2016-10-5 22:16,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1903,014304A0140128,2016-10-5 22:19,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1904,014304A0140128,2016-10-5 22:23,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1905,014304A0140128,2016-10-5 22:23,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1906,014304A0140128,2016-10-5 22:23,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1907,014304A0140128,2016-10-5 22:27,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1908,014304A0140128,2016-10-5 22:27,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1909,014304A0140128,2016-10-5 22:27,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1910,014304A0140128,2016-10-5 22:31,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1911,014304A0140128,2016-10-5 22:34,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1912,014304A0140128,2016-10-5 22:34,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1913,014304A0140128,2016-10-5 22:35,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1914,014304A0140128,2016-10-5 22:39,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1915,014304A0140128,2016-10-5 22:39,江西,上饶,上饶市区,117.94996,28.452613,江西省上饶市信州区信州区北门乡民主村民委员会
1916,014304A0140128,2016-10-5 22:42,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1917,014304A0140128,2016-10-5 22:42,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1918,014304A0140128,2016-10-5 22:42,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1919,014304A0140128,2016-10-5 22:42,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1920,014304A0140128,2016-10-5 22:45,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1921,014304A0140128,2016-10-5 22:49,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1922,014304A0140128,2016-10-5 22:53,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1923,014304A0140128,2016-10-5 22:55,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1924,014304A0140128,2016-10-5 22:55,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1925,014304A0140128,2016-10-5 22:56,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1926,014304A0140128,2016-10-5 22:56,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1927,014304A0140128,2016-10-5 22:57,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1928,014304A0140128,2016-10-5 23:01,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1929,014304A0140128,2016-10-5 23:02,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1930,014304A0140128,2016-10-5 23:02,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1931,014304A0140128,2016-10-5 23:05,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1932,014304A0140128,2016-10-5 23:07,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1933,014304A0140128,2016-10-5 23:07,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1934,014304A0140128,2016-10-5 23:09,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1935,014304A0140128,2016-10-5 23:13,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1936,014304A0140128,2016-10-5 23:13,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1937,014304A0140128,2016-10-5 23:13,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1938,014304A0140128,2016-10-5 23:17,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1939,014304A0140128,2016-10-5 23:18,江西,上饶,上饶市区,117.94994,28.45247,江西省上饶市信州区信州区北门乡民主村民委员会
1940,014304A0140128,2016-10-5 23:34,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1941,014304A0140128,2016-10-5 23:34,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1942,014304A0140128,2016-10-5 23:34,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1943,014304A0140128,2016-10-5 23:35,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1944,014304A0140128,2016-10-5 23:37,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1945,014304A0140128,2016-10-5 23:41,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1946,014304A0140128,2016-10-5 23:45,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1947,014304A0140128,2016-10-5 23:49,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1948,014304A0140128,2016-10-5 23:53,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1949,014304A0140128,2016-10-5 23:57,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1950,014304A0140128,2016-10-5 23:58,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1951,014304A0140128,2016-10-5 23:58,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1952,014304A0140128,2016-10-6 0:01,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1953,014304A0140128,2016-10-6 0:03,江西,上饶,上饶市区,117.949773,28.452523,江西省上饶市信州区信州区北门乡民主村民委员会
1954,014304A0140128,2016-10-6 0:07,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1955,014304A0140128,2016-10-6 0:07,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1956,014304A0140128,2016-10-6 0:07,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1957,014304A0140128,2016-10-6 0:08,江西,上饶,上饶市区,117.950052,28.452718,江西省上饶市信州区信州区北门乡民主村民委员会
1958,014304A0140128,2016-10-6 0:11,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1959,014304A0140128,2016-10-6 0:14,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1960,014304A0140128,2016-10-6 0:14,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1961,014304A0140128,2016-10-6 0:15,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1962,014304A0140128,2016-10-6 0:15,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1963,014304A0140128,2016-10-6 0:15,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1964,014304A0140128,2016-10-6 0:19,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1965,014304A0140128,2016-10-6 0:23,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1966,014304A0140128,2016-10-6 0:27,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1967,014304A0140128,2016-10-6 0:31,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1968,014304A0140128,2016-10-6 0:35,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1969,014304A0140128,2016-10-6 0:39,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1970,014304A0140128,2016-10-6 0:43,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1971,014304A0140128,2016-10-6 0:47,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1972,014304A0140128,2016-10-6 0:51,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1973,014304A0140128,2016-10-6 0:55,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1974,014304A0140128,2016-10-6 0:59,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1975,014304A0140128,2016-10-6 1:03,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1976,014304A0140128,2016-10-6 1:07,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1977,014304A0140128,2016-10-6 1:11,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1978,014304A0140128,2016-10-6 1:15,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1979,014304A0140128,2016-10-6 1:15,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1980,014304A0140128,2016-10-6 1:17,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1981,014304A0140128,2016-10-6 1:17,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1982,014304A0140128,2016-10-6 1:19,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1983,014304A0140128,2016-10-6 1:19,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1984,014304A0140128,2016-10-6 1:19,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1985,014304A0140128,2016-10-6 1:23,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
1986,014304A0140128,2016-10-6 1:27,江西,上饶,上饶市区,117.94982,28.452505,江西省上饶市信州区信州区北门乡民主村民委员会
